,Event ID,Event Date,Source Name,Source Sectors,Source Country,Event Text,CAMEO_code,Intensity,Target Name,Target Sectors,Target Country,Story ID,Sentence Number,Publisher,City,District,Province,Country,Latitude,Longitude,Event_date_dt
5698,19499696,2013-01-05,High Ranking Military Personnel (Syria),"Government,Military",Syria,Reject,120,-4.0,Syria,,Syria,18097496,2,BBC Monitoring European,Bukulmez,,Hatay,Turkey,36.3112,36.641,2013-01-05
5699,19499697,2013-01-05,High Ranking Military Personnel (Syria),"Government,Military",Syria,Reject,120,-4.0,Military (Syria),"Government,Military",Syria,18097496,2,BBC Monitoring European,Bukulmez,,Hatay,Turkey,36.3112,36.641,2013-01-05
5700,19499698,2013-01-05,Military Personnel (Syria),"Government,Military",Syria,Reject,120,-4.0,Syria,,Syria,18097496,6,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-01-05
5701,19499699,2013-01-05,Military Personnel (Syria),"Government,Military",Syria,Reject,120,-4.0,Military (Syria),"Government,Military",Syria,18097496,6,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-01-05
5702,19499700,2013-01-05,Turkey,,Turkey,"Return, release person(s)",841,7.0,Newspaper (Turkey),"Social,Media",Turkey,18097497,2,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-05
5703,19499702,2013-01-05,Police (Turkey),"Government,Police",Turkey,"Arrest, detain, or charge with legal action",173,-5.0,High Ranking Military Personnel (Turkey),"Military,Government",Turkey,18097497,6,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-05
5704,19499701,2013-01-05,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,Investigate,90,-2.0,High Ranking Military Personnel (Turkey),"Military,Government",Turkey,18097497,6,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-05
5732,19499732,2013-01-05,Foreign Affairs (Iran),"Government,Executive,Foreign Ministry",Iran,Express intent to meet or negotiate,36,4.0,Iran,,Iran,18097528,1,FARS News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-05
5733,19499733,2013-01-05,Iran,,Iran,Engage in diplomatic cooperation,50,3.5,Turkey,,Turkey,18097528,2,FARS News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-05
5734,19499734,2013-01-05,Turkey,,Turkey,Engage in diplomatic cooperation,50,3.5,Iran,,Iran,18097528,2,FARS News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-05
5735,19499731,2013-01-05,Ministry (Turkey),Government,Turkey,Make an appeal or request,20,3.0,Turkey,,Turkey,18097528,3,FARS News Agency,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-05
5748,19499748,2013-01-05,Turkey,,Turkey,Host a visit,43,2.8,Military (United States),"Government,Military",United States,18097551,2,BBC Monitoring European,,,Gaziantep,Turkey,37.0833,37.3333,2013-01-05
5749,19499747,2013-01-05,Military (United States),"Government,Military",United States,Make a visit,42,1.9,Turkey,,Turkey,18097551,2,BBC Monitoring European,,,Gaziantep,Turkey,37.0833,37.3333,2013-01-05
6095,19500118,2013-01-05,Turkey,,Turkey,Host a visit,43,2.8,Military (United States),"Government,Military",United States,18098386,1,The Washington Post,,,,Turkey,39.9167,32.8333,2013-01-05
6096,19500117,2013-01-05,United States,,United States,Occupy territory,192,-9.5,Turkey,,Turkey,18098386,1,The Washington Post,,,,Turkey,39.9167,32.8333,2013-01-05
6097,19500116,2013-01-05,Military (United States),"Government,Military",United States,Make a visit,42,1.9,Turkey,,Turkey,18098386,1,The Washington Post,,,,Turkey,39.9167,32.8333,2013-01-05
6098,19500115,2013-01-05,North Atlantic Treaty Organization,"Global Defense / Security IGOs,International Government Organization,Global",,Make statement,10,0.0,United States,,United States,18098386,6,The Washington Post,Gaziantep,,Gaziantep,Turkey,37.0594,37.3825,2013-01-05
6212,19500247,2013-01-05,Justice Department/Ministery (Turkey),"Government,Judicial",Turkey,Praise or endorse,51,3.4,Foreign Affairs (Singapore),"Executive,Government,Foreign Ministry",Singapore,18098672,5,Channel NewsAsia,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-05
6401,19501473,2013-01-06,Foreign Affairs (Iran),"Government,Executive,Foreign Ministry",Iran,Criticize or denounce,111,-2.0,Government (Turkey),Government,Turkey,18092780,1,Trend News Agency (Azerbaijan),,,,Turkey,39.9167,32.8333,2013-01-06
6402,19501472,2013-01-06,Ramin Mehmanparast,"Government,Executive,Foreign Ministry",Iran,Make statement,10,0.0,Turkey,,Turkey,18092780,2,Trend News Agency (Azerbaijan),Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6552,19501661,2013-01-06,India,,India,Express intent to meet or negotiate,36,4.0,Turkey,,Turkey,18095057,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-06
6553,19501663,2013-01-06,Turkey,,Turkey,Mediate,45,5.0,Afghanistan,,Afghanistan,18095057,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-06
6554,19501664,2013-01-06,Turkey,,Turkey,Mediate,45,5.0,Pakistan,,Pakistan,18095057,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-06
6584,19501697,2013-01-06,Military Personnel (Syria),"Government,Military",Syria,Reject,120,-4.0,Syria,,Syria,18095127,2,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-01-06
6585,19501698,2013-01-06,Military Personnel (Syria),"Government,Military",Syria,Reject,120,-4.0,Military (Syria),"Government,Military",Syria,18095127,2,BBC Monitoring European,,,Hatay,Turkey,36.5,36.25,2013-01-06
6649,19501780,2013-01-06,Africa,,,Host a visit,43,2.8,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,18095250,3,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6651,19501777,2013-01-06,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Make a visit,42,1.9,Africa,,,18095250,3,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6653,19501772,2013-01-06,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Express intent to meet or negotiate,36,4.0,Gabon,,Gabon,18095250,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6654,19501773,2013-01-06,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Express intent to meet or negotiate,36,4.0,Niger,,Niger,18095250,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6655,19501774,2013-01-06,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Express intent to meet or negotiate,36,4.0,Senegal,,Senegal,18095250,4,BBC Monitoring European,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6707,19501843,2013-01-06,Ahmet Davutoglu,"Social,Center Right,Ideological,Education,Executive,(National) Major Party,Parties,Foreign Ministry,Government,Cabinet",Turkey,Demand,100,-5.0,Unidentified State Actor,,,18095379,6,BBC Monitoring Newsfile,,,Izmir,Turkey,38.4622,27.0923,2013-01-06
6742,19501878,2013-01-06,Member of Legislative (Govt) (Turkey),"Legislative / Parliamentary,Government",Turkey,Consult,40,1.0,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,18095429,3,BBC Monitoring European,Batman,,Tunceli,Turkey,39.0946,39.561,2013-01-06
6743,19501879,2013-01-06,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,Consult,40,1.0,Member of Legislative (Govt) (Turkey),"Legislative / Parliamentary,Government",Turkey,18095429,3,BBC Monitoring European,Batman,,Tunceli,Turkey,39.0946,39.561,2013-01-06
6756,19501898,2013-01-06,Foreign Affairs (Iran),"Government,Executive,Foreign Ministry",Iran,Criticize or denounce,111,-2.0,Government (Turkey),Government,Turkey,18095463,2,BBC Monitoring Newsfile,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6757,19501896,2013-01-06,Ramin Mehmanparast,"Government,Executive,Foreign Ministry",Iran,Make statement,10,0.0,Turkey,,Turkey,18095463,3,BBC Monitoring Newsfile,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6758,19501897,2013-01-06,North Atlantic Treaty Organization,"Global Defense / Security IGOs,International Government Organization,Global",,Deny responsibility,16,-5.0,Turkey,,Turkey,18095463,4,BBC Monitoring Newsfile,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6768,19501908,2013-01-06,Ahmet Davutoglu,"Social,Center Right,Ideological,Education,Executive,(National) Major Party,Parties,Foreign Ministry,Government,Cabinet",Turkey,Make statement,10,0.0,United Nations,"Global Diplomatic IGOs,International Government Organization,Global",,18095472,1,Reuters News,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6777,19501918,2013-01-06,United States,,United States,Provide military aid,72,8.3,North Atlantic Treaty Organization,"Global Defense / Security IGOs,International Government Organization,Global",,18095484,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6778,19501917,2013-01-06,Military (United States),"Government,Military",United States,Praise or endorse,51,3.4,North Atlantic Treaty Organization,"Global Defense / Security IGOs,International Government Organization,Global",,18095484,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6779,19501919,2013-01-06,Military (United States),"Government,Military",United States,Provide military aid,72,8.3,North Atlantic Treaty Organization,"Global Defense / Security IGOs,International Government Organization,Global",,18095484,6,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6796,19501937,2013-01-06,Member of Parliament (Turkey),"Legislative / Parliamentary,Government",Turkey,Consult,40,1.0,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,18095502,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-06
6797,19501938,2013-01-06,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,Consult,40,1.0,Member of Parliament (Turkey),"Legislative / Parliamentary,Government",Turkey,18095502,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-06
6798,19501936,2013-01-06,Sadullah Ergin,"Justice / Law Ministry,Center Right,Ideological,Executive,(National) Major Party,Parties,Government,Cabinet",Turkey,Make statement,10,0.0,Ministry (Turkey),Government,Turkey,18095502,4,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-06
6828,19501968,2013-01-06,Foreign Affairs (Syria),"Government,Executive,Foreign Ministry",Syria,Accuse,112,-2.0,Government (Turkey),Government,Turkey,18095577,2,BBC Monitoring Newsfile,,,,Turkey,39.9167,32.8333,2013-01-06
6836,19501976,2013-01-06,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Make statement,10,0.0,Intelligence Officer (Turkey),"Executive,Intelligence Ministry,Government",Turkey,18095586,5,Reuters News,Istanbul,,Istanbul,Turkey,41.0138,28.9497,2013-01-06
6918,19502058,2013-01-06,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Express intent to meet or negotiate,36,4.0,Niger,,Niger,18095778,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6919,19502059,2013-01-06,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Express intent to meet or negotiate,36,4.0,Senegal,,Senegal,18095778,4,BBC Monitoring European,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-06
6974,19502114,2013-01-06,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Demonstrate or rally,141,-6.5,Unspecified Actor,Unspecified,,18095903,4,FARS News Agency,,,,Turkey,39.9167,32.8333,2013-01-06
7029,19502173,2013-01-06,Military Personnel - Special (Turkey),"Military,Government",Turkey,Use tactics of violent repression,175,-9.0,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,18096053,2,The Washington Post,Hatay,Antakya Ilcesi,Hatay,Turkey,36.2066,36.1572,2013-01-06
7030,19502172,2013-01-06,Protester (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,Demonstrate or rally,141,-6.5,Military Personnel - Special (Turkey),"Military,Government",Turkey,18096053,2,The Washington Post,Hatay,Antakya Ilcesi,Hatay,Turkey,36.2066,36.1572,2013-01-06
7031,19502174,2013-01-06,Military Personnel - Special (Turkey),"Military,Government",Turkey,Torture,1822,-9.0,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,18096053,5,The Washington Post,Hatay,Antakya Ilcesi,Hatay,Turkey,36.2066,36.1572,2013-01-06
7116,19502260,2013-01-06,Ramin Mehmanparast,"Government,Executive,Foreign Ministry",Iran,Make statement,10,0.0,Turkey,,Turkey,18096235,3,BBC Monitoring Middle East,,,,Turkey,39.9167,32.8333,2013-01-06
7156,19502300,2013-01-06,Abdullah Gül,"Executive,Executive Office,Elite,Government",Turkey,Make statement,10,0.0,Turkey,,Turkey,18096326,3,BBC Monitoring Middle East,,,,Turkey,39.9167,32.8333,2013-01-06
7377,19503005,2013-01-06,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,Consult,40,1.0,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,34057040,4,Le Progres Egyptien,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-06
7378,19503004,2013-01-06,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,Consult,40,1.0,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,34057040,4,Le Progres Egyptien,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-06
7399,19503027,2013-01-06,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,Consult,40,1.0,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,34057188,4,L'Expression,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-06
7400,19503026,2013-01-06,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,Consult,40,1.0,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,34057188,4,L'Expression,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-06
7405,19503033,2013-01-06,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,Consult,40,1.0,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,34057412,5,L'Expression,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-06
7406,19503032,2013-01-06,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,Consult,40,1.0,Lawyer/Attorney (Turkey),"Social,Legal",Turkey,34057412,5,L'Expression,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-06
7418,19503138,2013-01-07,Ahmet Davutoglu,"Social,Center Right,Ideological,Education,Executive,(National) Major Party,Parties,Foreign Ministry,Government,Cabinet",Turkey,Make statement,10,0.0,Turkey,,Turkey,18092516,3,BBC Monitoring European,Izmir,,Izmir,Turkey,38.4127,27.1384,2013-01-07
7492,19503219,2013-01-07,Lawmaker (Iran),"Government,Legislative / Parliamentary",Iran,Criticize or denounce,111,-2.0,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,18092711,2,BBC Monitoring Middle East,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-07
7493,19503220,2013-01-07,Citizen (Turkey),"Social,General Population / Civilian / Social",Turkey,Criticize or denounce,111,-2.0,Turkey,,Turkey,18092711,2,BBC Monitoring Middle East,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-07
7494,19503221,2013-01-07,Head of Government (Turkey),"Executive,Executive Office,Government",Turkey,Threaten,130,-4.4,Turkey,,Turkey,18092711,4,BBC Monitoring Middle East,Ankara,,Ankara,Turkey,39.9199,32.8543,2013-01-07
7892,19503635,2013-01-07,Government (Turkey),Government,Turkey,Engage in negotiation,46,7.0,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,18093593,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-07
7893,19503636,2013-01-07,Abdullah Öcalan,"Dissident,Criminals / Gangs",Turkey,Engage in negotiation,46,7.0,Government (Turkey),Government,Turkey,18093593,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-07
7916,19503659,2013-01-07,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Make statement,10,0.0,Intelligence Officer (Turkey),"Executive,Intelligence Ministry,Government",Turkey,18093622,1,All Africa,,,,Turkey,39.9167,32.8333,2013-01-07
7917,19503663,2013-01-07,Turkey,,Turkey,Engage in negotiation,46,7.0,Kurdistan Workers' Party,"Dissident,International Ethnic,Kurd (Ethnic Group),Separatists",Turkey,18093622,2,All Africa,,,,Turkey,39.9167,32.8333,2013-01-07
7918,19503661,2013-01-07,Lawmaker (Turkey),"Legislative / Parliamentary,Government",Turkey,Consult,40,1.0,Turkish Kurds,"International Ethnic,Kurd (Ethnic Group)",Turkey,18093622,2,All Africa,,,,Turkey,39.9167,32.8333,2013-01-07
7919,19503664,2013-01-07,Turkish Kurds,"International Ethnic,Kurd (Ethnic Group)",Turkey,Consult,40,1.0,Lawmaker (Turkey),"Legislative / Parliamentary,Government",Turkey,18093622,2,All Africa,,,,Turkey,39.9167,32.8333,2013-01-07
7920,19503665,2013-01-07,Kurdistan Workers' Party,"Dissident,International Ethnic,Kurd (Ethnic Group),Separatists",Turkey,Engage in negotiation,46,7.0,Turkey,,Turkey,18093622,2,All Africa,,,,Turkey,39.9167,32.8333,2013-01-07
7921,19503660,2013-01-07,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Make statement,10,0.0,Turkey,,Turkey,18093622,5,All Africa,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-07
7922,19503666,2013-01-07,Africa,,,Host a visit,43,2.8,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,18093622,6,All Africa,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-07
7923,19503662,2013-01-07,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Make a visit,42,1.9,Africa,,,18093622,6,All Africa,Imrali,,Bursa,Turkey,40.5557,28.5424,2013-01-07
7935,19503678,2013-01-07,Recep Tayyip Erdoğan,"Center Right,Ideological,Elite,Sunni,Executive,(National) Major Party,Parties,Executive Office,Government,International Religious",Turkey,Appeal for diplomatic cooperation (such as policy support),22,3.4,Main Opposition (Turkey),"Dissident,Protestors / Popular Opposition / Mobs",Turkey,18093669,3,BBC Monitoring European,,,,Turkey,39.9167,32.8333,2013-01-07
7959,19503707,2013-01-07,Undersecretary (Turkey),Government,Turkey,Make statement,10,0.0,Turkey,,Turkey,18093716,5,BBC Monitoring European,Izmir,,Izmir,Turkey,38.4127,27.1384,2013-01-07
